"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"instagram_url";"awards";"multiple_locations";"id";"FederationAbbr";"team";"CountryAbbr";"source ID";
"Evolution BJJ Cold Lake";"https://www.fitnfight.ca/";(705) 791-4445;"1301-8 Avenue";"Cold Lake";"AB";"T9M 1P3";;"Canada";"Jiu Jitsu, or Brazilian Jiu Jitsu as it is commonly named outside Brazil, is a grappling orientated martial art/combat sport that evolved from its Japanese roots in 1920’s Brazil, and continued to evolve for many decades after until its present format. This style though previously established in its native country, became highly popular within the northern hemisphere after a series of performances from BJJ fighter Royce Gracie in the early UFC’s (Ultimate Fighting Championship) where he battled against competitors from many different martial arts backgrounds in the no holds barred tournament, becoming the fighting promotion’s first champion. This event proved Jiu Jitsu’s efficiency and helped raise awareness all around the world, becoming one of the reasons behind the sport’s growth.";"https://www.fitnfight.ca/images/uploads/1139/content/received_268128370876974.jpeg";"https://www.fitnfight.ca/page/brazilian-jiu-jitsu";"We offer Youth 6+ Gi Brazilian Jiu Jitsu classes 2 days per week - Sundays & Wednesdays - divided into 2 groups - 6-9yrs and 10yrs+. All Youth classes are instructed by BJJ 1st Degree Black Belt Professor Bernie Antle alongside our Blue & Purple Belt instructors and team of youth and adult volunteers.";;;"MMA, Pilates";"ADULT BJJ & MMA DAY PASS (1 day only) - $25.00; ADULT BJJ & MMA MEMBERSHIP - $114.00 / month + $25.00 Sign-up; YOUTH BJJ MEMBERSHIP - $94.00 / month + $25.00 Sign-up; CLASSICALLY PILATES - $169.00; RESTORATIVE PILATES - $99.00; YOUTH MMA MEMBERSHIP - $94.00 / month + $25.00 Sign-up; YOUTH MMA 6-MONTH MEMBERSHIP - $470.00 + $25.00 Sign-up; YOUTH BJJ 6-MONTH MEMBERSHIP - $470.00 + $25.00 Sign-up; ADULT BJJ & MMA 6-MONTH MEMBERSHIP - $570.00 + $25.00";"https://www.fitnfight.ca/schedule";;"Bernie Antle";;"kempefitnfight@gmail.com";"https://www.facebook.com/kempefitandfight";"https://www.youtube.com/@kempefitfight8928/";"https://youtu.be/RE00ufE5t2Y";"https://www.instagram.com/kempefitandfight/";"Bernie Antle - 2016 World Master BJJ championships - Bronze; 2015 Ontario BJJ Open - Silver; 2014 Ontario Provincial BJJ Championships - Gold & Silver Gi; 2014 World Masters BJJ Championships - Silver; 2014 Canadian National Combat Championship - Pankration - Silver  No-Gi Silver; 2014 Ontario International open - Gold & Bronze; 2014 Niagara BJJ open - Gold & Silver; 2014 Ascension BJJ Championship - Bronze; 2008 No-GI BJJ Pan American Championships - Silver & Bronze; 2004 Alberta Provincial Judo Championships - 5th; 2003 Grapple Mania - Silver; 2003 MIND BODY SOUL - Silver x2; 2002 Can National Open Jiu Jitsu Championship - Gold; Pro Mixed Martial Arts Fights - Pro Record - 1 win-2 Loses; 2003 Jun. Extreme Fighting Challenge; 2008 Oct. Raw Combat: Redemption; 2008 Jun. IQMMA";0;3890;;;"CA";;
"Straight Blast Gym Drayton Valley";"https://www.sbgdraytonvalley.com/";(780) 241-7241;"5516 53 Ave";"Drayton Valley";"AB";"T7A 1S8";;"Canada";;;;;;;;;;;"Brad Kelly";;"sbgdraytonvalley@gmail.com";"https://www.facebook.com/SBGdraytonvalley/";"https://www.youtube.com/@sbgdraytonvalley7944";"https://youtu.be/Atq-hMP3wrY";"https://www.instagram.com/sbgdraytonvalley/";;0;3893;;;"CA";;
"Bairro Brazilian Jiu-Jitsu";"https://bairro.ca/";(587) 404-2823;"10542 106 St";"Edmonton";"AB";"T5H 4B2";;"Canada";"BAIRRO is a community full of people looking for a challenge. We are located in a central, accessible neighbourhood full of activity. Our members are drawn to the club because we offer something a little different while still promoting discipline and a healthy lifestyle. Our culture promotes healthy competition and encourages individuality within the sport while still being an incredibly supportive community of diverse individuals.";"https://bairro.ca/wp-content/uploads/2023/10/logo-bairro-new.png";"https://bairro.ca/tots-brazilian-jiu-jitsu-in-edmonton-ab/";"Kids in our program are part of something special. Our program empowers kids to believe in themselves by teaching them practical skills they can use both to prevent bullying and develop a strong athletic foundation for future success both on and off the mats. Many kids that struggle with traditional team sports excel at Brazilian Jiu-Jitsu. Our kids still train as a team, helping each other learn and grow. However, Jiu-Jitsu provides an opportunity to develop self-reliance and courage on an individual level. There is no striking in Brazilian Jiu-Jitsu, making it safe for kids to train every day. Kids learn to use techniques and leverage instead of brute force.";"https://bairro.ca/womans-only-bjj-and-defense-in-edmonton-ab/";"Learn the basics of Brazilian Jiu-Jitsu in a supportive environment with an emphasis on technique over strength and size. Our Women’s Only Class provides an opportunity for women of all experience levels to improve with each other. With regular practice and proper execution, Brazilian Jiu-Jitsu allows a smaller individual to gain a significant advantage when pinned by a much larger individual. BJJ teaches a person to remain calm by eventually rewriting the body’s natural reactions to uncomfortable situations, developing an innate ability to handle an attack. Additionally, BJJ teaches mindfulness, given the state of alert the body is in during drills and sparring sessions. Without knowing it, BJJ students offer each other a powerful, affirming, accepting, and biologically-mediated experience simply through the body-to-body contact that occurs. Such contact triggers the release of neurochemicals in our brain and hormones throughout our body, making us more aware, focused, and connected. One of the things that distinguishes BJJ from other martial arts is that from day one, the first time you step on the mat, you are grappling face-to-face with other students. While drills and techniques are critical to your development as a BJJ student, students must pit themselves against other students from the first class. This pragmatic strategy is core to BJJ’s philosophy, which attempts to apply these skills in real-world defense situations. As a BJJ student, you test these skills daily against people with varying degrees of skill, strength, and technique. This program is available to women of all skill levels as part of our Adult program.";"No Gi Grappling, Private Lessons & Self Defense";;;;"Hoss Zahiri";"Free Trial Class";;"https://www.facebook.com/BAIRROBJJ";;;"https://www.instagram.com/bairro.yeg/";;0;3900;;;"CA";;
"Brazil 021 Edmonton";;(780) 469-5771;"4904 - 87 St";"Edmonton";"AB";"T6E 5W3";;"Canada";"Brazil-021 Edmonton, was created out of our desire to be a part of a Brazililan Jiu-Jitsu club free of politics and egos. Brazil-021 Edmonton is member of the Brazil 021 Team led by Professors Andre Terencio and Hannette Staack. If you're brand new to Brazilian Jiu Jitsu or you're looking for a club that cares about its members, Brazil-021 Edmonton is for you.";;;;;;;;;;"Misty Shearer";;;;"https://www.youtube.com/@brazil021edmonton7";"https://youtu.be/4OVYRAKJLYk";;"Misty Shearer - 2014 IBJJF Chicago Open Blackbelt Women's Open - GOLD; 2013 IBJJF Pan Ams Women's Open Blackbelt Division BRONZE; 2010 Abu Dhabi World BJJ Championship North American Trial Winner; 2009 and 2008 Grapplers Quest, Las Vegas Women's Gi and No-Gi Winner; 1998 Senior Women's Wrestling Nationals - Bronze";0;3902;;"Brazil 021 Team";"CA";3132;
"Edmonton Gracie Jiu Jitsu";"https://edmontongraciejiujitsu.com/";(587) 336-7655;"5637 Riverbend Road Northwest";"Edmonton";"AB";"T6H 5K4";;"Canada";"We have been honoured to serve the Edmonton area for years, and we would, likewise, be honoured to be able to provide your family and you a safe and welcoming jiu-jitsu training. At Edmonton Gracie Jiu-Jitsu®, we wholeheartedly believe that for fitness to become a priority in your life, it has to be fun! We are very cognizant of how intimidating it can be to venture into a new venue, where, you may feel physically vulnerable and, therefore, place great emphasis on the 'vibe' of our school, which flows from our children's classes through to our advanced adult classes. Each student is a member of our school for their own growth and our focus is on individual development and positive interpersonal training experiences, this, in turn, creates a positive training culture for all of our students, their family members and our instructors. From increased physical health, mental health and improvements in overall quality of life for adults, to greater confidence and self-esteem for children, we have seen the benefits that our students have obtained from engaging and accessible Gracie Jiu-Jitsu® classes. Of course, we want to share those benefits with you! So take a moment to look around our website, you will note that we offer multiple programs to fit your training wants and wishes. If you see something you think might benefit you and or your family, we encourage you to enroll for one of our 10 day trials, this is best way to meet us and experience the atmosphere of our school first hand. We can’t wait to meet you!";"https://edmontongraciejiujitsu.com/wp-content/uploads/sites/46/2017/12/Edmonton-Gracie-Jiu-Jitsu-logo.png";"https://edmontongraciejiujitsu.com/bullyproof-edmonton-jiujitsu/";"Our school is dedicated to Jiu-Jitsu and your child will leave our classes feeling strong, proud, and excited to keep up with their training goals. We are passionate about what we teach and share important lessons around discipline, fitness and focus – while demonstrating healthy living and a passion for self-defense training. You will not believe the confidence and self-esteem your child will gain from just a few short weeks of training with us. ";"https://edmontongraciejiujitsu.com/women-empowered-edmonton-jiujitsu/";"Women Empowered® is a comprehensive self-defense program for women based on proven verbal, physical, and psychological defense strategies tested and proven effective over nearly two decades.";"Gracie Combatives® Program; Master Cycle® Program; Military and Law Enforcement Program ";;"https://edmontongraciejiujitsu.com/pricing-schedule/";;"Jeff Greekas";;"info@edmontongraciejiujitsu.com";"https://www.facebook.com/people/Edmonton-Gracie-Jiu-Jitsu/100064016344461/";;;"https://www.instagram.com/edmontongraciejiujitsu/";;0;3894;;;"CA";;
"Gracie Barra Edmonton";"http://www.gbedmonton.ca/";(780) 990-0996;"11500 170 Street NW";"Edmonton";"AB";"T5S 1J7";;"Canada";"Since 2009, Gracie Barra Edmonton - The premier Jiu Jitsu and Self Defense school of Alberta, has been providing people who are passionate about personal improvement and growth in all areas of life. Our schedule is second to none and allow family members to train at the same time as their family members 5 days a week. Top-notch facilities with a depth of experience and knowledge in Gracie Barra BJJ, with over 5500 sq ft of mats, 2000 sq ft of astro turf, full weights, heavy bags and everything you need to train. We have spacious change rooms with 3 showers between both male and female. Gracie Barra Edmonton is an Alberta family based company that has been providing Edmonton families with a safe, family friendly environment to train and improve for a decade.";"https://graciebarra.com/edmonton-alberta-canada/wp-content/uploads/sites/19/2018/01/GRACIE-BARRA-EDMONTON.png";"https://graciebarra.com/edmonton-alberta-canada/kids-teens-programs/";"Children and teens of all skill levels and abilities will benefit from Jiu-Jitsu classes at Gracie Barra in Edmonton, AB. Our Gracie Barra Kids Program is designed to teach children self-discipline as well as providing a unique way to express themselves. Our instructors are trained to interact and offer gentle correction for children and teens who practice the art of Jiu-Jitsu. Children over the age of three can begin their training at any of our 700 Gracie Barra Schools, experiencing the true power of brotherhood and integrity. Our GBK program is structured similarly to adult courses, with adaptations and modifications made to reach the different age ranges in the class. Jiu-Jitsu classes for children begin with the building blocks that are needed to teach the fundamentals of Jiu-Jitsu. We have developed a curriculum that is structured in a way that shows children and teens the value of routine, cooperation and self-awareness.";;;"Fitness, Private Training";;"https://graciebarra.com/edmonton-alberta-canada/our-school/#schedule";"Mon, Wed: 12:00pm-1:00pm, 4:00pm-8:30pm; Tues, Thurs: 4:00pm-8:00pm; Fri: 12:00pm-1:00pm, 5:00pm-8:30pm; Sat: 11:00am-2:00pm; Sun: 11:00am-12:00pm";"Ryan McGillivray";"Free Trial Class";;"https://www.facebook.com/p/Gracie-Barra-Edmonton-100063787413316/";"https://www.youtube.com/@graciebarraedmonton6744";"https://youtu.be/a7R3iekLkQE";"https://www.instagram.com/gb_edmonton/";;0;3906;;;"CA";;
"Kazoku BJJ";"https://kazokubjj.ca/";(587) 985-8802;"4359 68 Ave NW";"Edmonton";"AB";"T6B 2N2";;"Canada";"Kazoku means “family” or “clan” in Japanese and at Kazoku BJJ our goal is to create a family like community that provides all our students with an inclusive and safe Brazilian Jiu Jitsu learning experience. Professor Manuel Aragon (2nd degree Black Belt and owner) has been training Brazilian Jiu Jitsu for over 15 years and is excited to share his passion and knowledge for the sport.  With the core values of respect, perseverance, discipline and cooperation, Professor Manuel is committed to teaching the highest quality of BJJ in Edmonton’s South East. It is Professor Manuel’s belief that Brazilian Jiu Jitsu is more than just a martial art. The lifestyle reaches far beyond what happens on the mats and makes the lives of its practitioners better.";"https://kazokubjj.ca/cdn/shop/files/305799602_502889825174730_4547533618341827558_n-removebg-preview.png?v=1695963196&width=500";;;;;;;;;"Manuel Aragon";;"info@kazokubjj.ca";"https://www.facebook.com/KazokuBJJ/";"https://www.youtube.com/@KazokuBJJ";"https://youtu.be/Zu5JMZW1R1U";"https://www.instagram.com/kazoku_bjj/";;0;3903;;;"CA";;
"Elite Martial Arts Edmonton";"https://www.elite-edmonton.com/";(780) 413-4009;"9831 - 45 Avenue NW";"Edmonton";"AB";"T6E 5C8";;"Canada";"Elite Martial Arts in Edmonton was established in 1997. Opening its door with seven students, the membership has grown to over 200 active adults and children. Master Bartley and his awesome Instructor Team teach all classes. The school’s emphasis is more than self-defense; it is self-improvement. The development of self-confidence, self-discipline, and respect, enables students to resolve and avoid confrontation. Our curriculum has been developed and tested extensively. It meets and exceeds the physical conditioning, self-defense and martial art training standards of the industry. Enthusiastic instruction, clear direction and goals make the program enjoyable and successful. Opportunities to attend and participate in tournaments are provided regularly. Our school holds several inter-school tournaments and attends many local and national competitions. Whether competing locally or nationally our students have won many championships. All of this combines to make Elite Taekwondo & Brazilian Jiu Jitsu, martial arts in Edmonton, Western Canada’s leader in fitness, self-defense, and self-improvement.";"https://static.wixstatic.com/media/e310d1_7e4cf986468f4b659bee7d9f8793327c~mv2.png/v1/fill/w_123,h_123,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/White%20Blue%20Elite%20Logo-03.png";;;;;"Taekwondo";;"https://www.elite-edmonton.com/schedule";"Mon, Wed: 5:00pm-9:00pm; Tues, Thurs: 11:00am-1:00pm, 5:00pm-9:00pm; Fri: 5:00pm-8:00pm";"Rodrigo Resende";"Free Trial Class";"officemanager.elitetkd@gmail.com";"https://www.facebook.com/EliteEdmonton/";"https://www.youtube.com/@steve00elite";"https://youtu.be/vtXNh60Cnh8";"https://www.instagram.com/elite.edmonton/";"Rodrigo Resende - 5th place in the Brazilian Jiu Jitsu black belt Worlds championship;  Panamerican Judo champion; Brazilian nationals Judo champion; 4 times Brazilian central champion; 2nd place in the Brazilian University nationals; 25 times State champion; US Open champion; Quebec Open champion; Judo Alberta Provincial champion";1;3898;;;"CA";;
"SBG Edmonton";"https://www.straightblastgymedmonton.com/";(780) 914-1797;"11714 82nd Street Northwest";"Edmonton";"AB";"T5B 2V9";;"Canada";"One Tribe, One Vibe. It's a simple motto, and from the outside, it may sound as just that. For us, it says so much more.";;"https://www.straightblastgymedmonton.com/kids";"Martial arts offers valuable benefits for children in many areas, including physical, emotional, social, and psychological. Here's what BJJ can do for your child. Builds self-esteem and confidence; Teaches responsibility and respect; Develops self-discipline and good decision making; Promotes physical fitness and healthy living; Improves focusing and listening; Develops coordination and motor skills; Builds teamwork, positive social interaction and friendship; Improves memorization and retention. Kids classes: Micro Monkeys (4-7 years), Spiders (8-10 years), Chimps  (11-13 years)";"https://www.straightblastgymedmonton.com/warrior-woman";"Unleash your inner warrior with our Warrior Woman class. Sweat your way to a healthier you with strength training, cardio exercises and circuit training. The classes are designed to accommodate any fitness level, from beginner to advanced. Our Warrior Women class is so much more than your average drop in class at the local rec centre. Our program is build on a solid foundation of community, authenticity, science and accountability. Designed by women, for women, this program is guaranteed to help everyone in the group meet their life and fitness goals. But don't take our word for it, hear it straight from our Warrior Women.";"Yoga";;"https://www.straightblastgymedmonton.com/schedule";;"Steve Winjet";;"sbgedmontonbjj@gmail.com";"https://www.facebook.com/SBGiEdmonton";"https://www.youtube.com/@straightblastgymedmonton9033";"https://youtu.be/-nC_4a18dQg";"https://www.instagram.com/sbg.edmonton.bjj/";;0;3892;;;"CA";;
"Elite Martial Arts Fort Saskatchewan";"https://elite-martialarts.com/";(587) 285-0444;"9906 102 St.";"Fort Saskatchewan";"AB";"T8L 2C3";;"Canada";"Professor Rodrigo Resende and his awesome team of instructors teach all classes. The school’s emphasis is on self-improvement, and not just self-defense. The development of self-confidence, self-discipline, and respect through martial arts training here enables students to resolve conflicts peacefully and avoid confrontation.";"https://elite-martialarts.com/wp-content/uploads/2023/01/logo-site-elite-ma-2023-1.png";"https://elite-martialarts.com/programs/fort-saskatchewan-martial-arts-classes/";"As one of the most popular martial arts in the world, Brazilian jiu-jitsu originates from Kodokan/Kosen Judo and includes stand up and ground grappling. Our children’s programs are built for kids ages 7 to 11, our Youth programs ranges from 12 to 15, while our adult BJJ programs are for 16 and up, offering classes for all skill levels.";;;;;"https://elite-martialarts.com/schedules/fort-saskatchewan-schedule/";;"Rodrigo Resende";;"elitema.fortsask@gmail.com";"https://www.facebook.com/EliteFortSask/";;;"https://www.instagram.com/elitemartialartsca/";"Rodrigo Resende - 5th place in the Brazilian Jiu Jitsu black belt Worlds championship; Panamerican Judo champion; Brazilian nationals Judo champion; 4 times Brazilian central champion; 2nd place in the Brazilian University nationals; 25 times State champion; US Open champion; Quebec Open champion; Judo Alberta Provincial champion";1;3897;;;"CA";;
"Straight Blast Gym Magrath";;(587) 222-5545;"227 North 1 St West, Unit 2";"Magrath";"AB";"T0K 1J0";;"Canada";"Whether your plan is to compete, lose weight, meet new like-minded people or increase your day-to-day life, we will help you get there faster than you ever thought possible while having fun doing it!  The benefits of Marital Arts classes are endless. From confidence and self-esteem to discipline and empowerment, whether you're enjoying our Kids Marital Arts classes or our Adult programs, you'll start seeing improvement in mind, body and spirit in only a few short classes.";"https://images.squarespace-cdn.com/content/5c9d1a794d87117b465f8696/1574286247886-BJWJSEHOMLTBX6V6CLIZ/Straight_Blast_Gym.jpeg?content-type=image%2Fjpeg";;;;;;;;;"Mike Tubbs";;;;"https://www.youtube.com/@sbgmagrath2208/";"https://youtu.be/lg6PDoV6z28";;;0;3891;;;"CA";;
"Anderson Goncalves Brazilian Jiu Jitsu - Okotoks";"https://www.agbjj.com/";(403) 903-0002;"26 Crystal Ridge Drive";"Okotoks";"AB";"T1S 2C3";;"Canada";"Coach Anderson Goncalves is the founder and lead Black Belt of AG BJJ / Tilt MMA. He is a 6th Degree Brazilian Jiu Jitsu Black Belt - the highest ranked Brazilian Jiu Jitsu Black Belt in Alberta and among the highest ranked in Canada. Born in Petrópolis, Rio de Janiero, Brazil, a small town in the southeast region of Brazil, his love for jiu jitsu started at the age of 14 when he met mentor and teacher, Aloisio Silva. After receiving his blue belt when he was 15 years old, he moved to Copacabana, Rio de Janeiro with Aloisio Silva to join Aloisio's ""Team Dojo"". As a young determined athlete, he spent countless hours at the gym with Aloisio and trained 2-3 times every day. With intense perseverance and training, he obtained his black belt from Aloisio Silva at the age of 20. Anderson's lineage can be traced down to the Gracie line, in that, Aloisio Silva received his black belt under Master Carlos Robson Gracie, son of Carlos Gracie. In 1999, Anderson moved to Orange County, California with Aloisio and had the great honor of finding a master of life who became a dear friend and mentor, Master Joe Moreira. Master Joe Moreira is an 8th degree Coral Red and White belt in Brazilian Jiu Jitsu, 3rd degree Black Belt in Judo, a former UFC veteran, and the current President of the United States Federation of Brazilian Jiu Jitsu. Under the tutelage of Master Joe Moreira, Anderson became part of Team Punishment, training world-renowned former UFC champions such as Quinton ""Rampage"" Jackson and Tito Ortiz. Master Moreira's rank is an admirable one, as it is received by one of only 6 Brazilian Jiu Jitsu Red Belts in the world, Master Francisco Mansor. Master Mansor was awarded his Red Belt (9th degree) by the Father of Jiu Jitsu himself, the late Grand Master Helio Gracie. Anderson then moved to Calgary, Alberta, and opened the doors to AG Brazilian Jiu Jitsu in 2005. The rest is history! He continues to train the highest-level champions on both the local and international BJJ championship scenes, as well at the most reputable and sought-out MMA shows. Anderson continues to bring Master Moreira to Calgary on a regular basis and receives his mentorship to this day - a friendship that has now blossomed to that of family, much like our gym atmosphere.";"https://static.wixstatic.com/media/5e1000_30da016e22404318b8f6cb8a7e78d5a1~mv2.jpg/v1/fill/w_100,h_102,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/21314858_1566661656729745_67278752571143.jpg";"https://www.agbjj.com/brazilian-jiu-jitsu";"This class focuses on the fundamentals of Brazilian Jiu Jitsu and self defense for children ages 4-8. Classes taught by Professor Anderson.";;;"Boxing";;"https://www.agbjj.com/schedule";"Mon, Fri: 6:15pm-7:30pm; Tues, Wed, Thurs: 4:00pm-8:00pm";"Anderson Goncalves";;"info.agbjj@gmail.com";"https://www.facebook.com/agbjjokotoks";;;"https://www.instagram.com/agbjj_tiltmma/";;1;3909;;;"CA";;
"Frontline Brazilian Jiu Jitsu";"http://www.frontlinebjj.com/";(780) 868-4495;"214 Sioux Road";"Sherwood Park";"AB";"T8A 3X5";;"Canada";"Whether your goals are fitness, competition, self-defense or having fun, Frontline Academy is the place for you. Here at Frontline Academy our professors utilize their years of international teaching and competition experience to create a friendly, family oriented learning environment in which to develop your Brazilian Jiu-Jitsu skills. With a Brazilian black belt professor in every class who is able to cater to your specific needs, Frontline Academy is the perfect place for the avid competitor or the absolute beginner aged 4 years old to 90+.";"http://www.frontlinebjj.com/image/logo1.png";"http://www.frontlinebjj.com/classes.html";"In our bully-free program we maintain a safe and enjoyable environment for your children while instilling the importance of goal setting and developing good habits. We will focus on the importance of respect for each other and themselves while learning the basics of self-defense, having fun and staying fit.";;;;;"http://www.frontlinebjj.com/classes.html";;"Pedro Lott";;;"https://www.facebook.com/frontlineacademycanada/";"https://www.youtube.com/@frontlinebjjcanada9451/";"https://youtu.be/C69W7FQx608";"https://www.instagram.com/frontline_carlsongracie/";"Pedro Lott - 2012 IBJJF European Champion; 2012 IBJJF London Open Champion; 2012 Abu Dhabi World Pro black belt 3rd place; 2005 IBJJF Brazilian Team Nationals 2nd place; 2003 Cyclone Submission Grappling Champion - semi pro; 3x State Champion, Rio De Janeiro";0;3905;;;"CA";;
