"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Renzo Gracie Philly";"https://www.renzograciephilly.com/";(267) 886-9413;"2221 N American St";"Philadelphia";"PA";19133;;"United States";"Welcome to Philadelphia's premier Brazilian Jiu-Jitsu, Mixed Martial Arts, Submission Grappling and Self Defense Academy. Daniel Gracie, two-time World Champion in Brazilian Jiu-Jitsu, PRIDE veteran and international Mixed Martial Arts fighter, encourages his students to embrace the Gracie philosophy of making Jiu-Jitsu their way of life. Daniel's loyal students have begun successful BJJ academies the world over, have won top level BJJ tournaments, have fought MMA in the UFC, CFFC, IFL. You should be training HERE! This is the Champions Training Ground! See you on the mats!";"https://www.renzograciephilly.com/files/stacks_image_160.jpg";"https://www.renzograciephilly.com/KidsBJJClasses/KidsBJJClasses.html";"Our kids BJJ program is the perfect training ground. The principles of self confidence, respect and discipline are shown through learning Brazilian Jiu-Jitsu. Classes are offered every Monday, Wednesday and Thursday from 5:30 to 6:30. Bring your Future Champions to train at Renzo Gracie Philly! ";;;"MMA";;"https://www.renzograciephilly.com/BJJandMMASchedule/BJJandMMASchedule.html";;"Daniel Gracie";;"info@danielgraciephilly.com";"https://www.facebook.com/RGAPhillyBJJ/";"https://www.youtube.com/channel/UCNTbPfFXiJKLhJtcIRxGpTw";"https://youtu.be/Etm-4Dj5azk";;1;1184;
"Philadelphia Jiu-Jitsu";"http://www.philadelphiajiujitsu.com/";(215) 587-0007;"1760 Barbara St.";"Philadelphia";"PA";19145;"5/5 Stars";"United States";"Serving The Philadelphia Martial Arts Community Since 1990.";"http://www.philadelphiajiujitsu.com/wp-content/uploads/2018/04/33709_1423663117860_5353870_n.jpg";;;;;"Judo, Muay Thai, Arnis, MMA, Self-Defense, Weapons, Pa-Kua, Submission Wresting";;;;"Damon Umholtz";;;"https://www.facebook.com/PhillyJiuJitsu/";"https://www.youtube.com/user/PhiladelphiaJiuJitsu";"https://youtu.be/DNVjcHVc6TY";;1;1182;
"Graciephila Brazilian Jiu-Jitsu";"http://graciephila.com/";(215) 990-6943;"3083 Holme Ave";"Philadelphia";"PA";19136;;"United States";"Gracie Phila Brazilian Jiu- Jitsu is a Gracie Brazilian Jiu- Jitsu School located in Philadelphia, PA. Classes are taught under Instructor Joe Guido";"http://graciephila.com/GraciePhila_Back%20of%20the%20shirt.jpg";"http://graciephila.com/3_class.html";"Our kids class offers a fun, friendly, and safe environment for children ages 8 to 16. Students learn Brazilian Jiu-Jitsu techniques that will give them the self-confidence to deal with bullying no matter what the size, strength or gender of the bully. Students have fun while exercising and socializing with other children.";;;;;"http://graciephila.com/6_schedule.html";;"Joe Guido";;"joe@graciephila.com";"https://www.facebook.com/Graciephila-Brazilian-Jiu-Jitsu-241081592716481/";;;;1;1178;
"Martinez BJJ";"http://www.martinezbjj.com/";(215) 613-8360;"3511 Cottman Ave";"Philadelphia";"PA";19149;"5/5 Stars";"United States";"Brazilian Jiu-Jitsu is a martial art, combat sport, and self defense program all rolled into one. Grappling and ground fighting are the focus of this program. Brazilian Jiu-Jitsu emphasizes taking an opponent to the ground and utilizing ground fighting techniques and submission holds involving joint-locks and chokeholds also found in numerous other arts with or without ground fighting emphasis. The premise is that most of the advantage of a larger, stronger opponent comes from superior reach and more powerful strikes, both of which are somewhat negated when grappling on the ground. The health benefits of our BJJ classes can only be viewed as positive influences in your life. They include Weight Loss, Increased Cardio Strength, Increased Muscle Mass, Flexibility, Self Confidence and Stress Reduction, to name a few. Martinez BJJ Instructors have trained with the best Instructors, view their Bio pages on the website to read more about their training and instructors. Brazilian Jiu-Jitsu can be trained for sport grappling tournaments (gi and no-gi) and mixed martial arts (MMA) competition or self defense.";;"http://www.martinezbjj.com/MartinezBJJKidzCorner.html";"Martinez BJJ Youth Jiu Jitsu program teaches self defense in a safe, non agressive environment. Not using harsh discipline tactics, but a fun learning experience. While getting physically fit, children will be taught self defense techniques that will help them in real life situations, on the playground, in the schoolyard, or just outside your front door. Sensei Will Martinez and Sensei Jesus Martinez, love to teach the youth BJJ classes. Being parents themselves, they realize how important it is for children to have these tools in todays world.  ";;;"Muay Thai Kickboxing, MMA, Cardio & Strength Training";;"http://www.martinezbjj.com/MartinezBJJProgramSchedule.html";;"William Martinez Jr.";;"will@martinezbjj.com";"https://www.facebook.com/martinezbjjmma/";"https://www.youtube.com/channel/UCKPlT43OIMh6IbfApyZceUg";"https://youtu.be/Vx_8n1p8LJ4";;1;1179;
"127 BJJ, LLC";"http://127bjj.com/";;"3901A Main Street, Suite 102A";"Philadelphia";"PA";19127;"5/5 Stars";"United States";"127 BJJ has been proudly serving the Manayunk, Roxborough, and East Falls sections of Philadelphia, Pennsylvania since 2009. We are committed to quality instruction of Brazilian Jiu Jitsu, no gi grappling, and self defense in a safe and friendly environment.";"http://127bjj.com/wp-content/uploads/2016/03/127bjj-logo-ko.png";;;;;;;;"Mon-Thurs: 7:45pm-9:00pm, Sat: 10am";"Eamon Knittel";;"127bjj@gmail.com";;;;;1;1173;
"Fight Firm Philadelphia MMA";"https://www.fightfirmgym.com/";(267) 818-4466;"461 N 9th St";"Philadelphia";"PA";19123;;"United States";"We are proud to be Philadelphia’s largest Mixed Martial Arts (MMA) training and fitness facility. Whether your goal is to compete at the professional or amateur level or you are just using martial arts as a fun way to get in shape, our facility and classes are designed to reach your goals. Contrary to popular belief, only a small percentage of our members have had any prior martial arts experience and even a smaller percentage of our members ever intend to compete. Majority of our members walk through our doors with the goal in mind to simply get in shape while learning some practical self defense. Our classes are very beginner friendly with no prior martial arts or fitness requirements. They are designed for both the casual and competitive athlete. We offer classes in competitive martial arts like Boxing, Muay Thai Kickboxing, MMA, and Brazilian Jiu-Jitsu. For those focused on getting in shape or losing weight, we offer fitness classes in Cardio Kickboxing and Cardio Boxing.";"http://fightfirmgym.com/wp-content/uploads/2016/02/fightfirmlogo3-1.jpg";;;;;"Boxing, Muay Thai, MMA Striking Class, Cardio Boxing/Kickboxing";;"https://www.fightfirmgym.com/classes/class-schedule/";;;"1 week free trial offer!";"fightfirm@gmail.com";"https://www.facebook.com/fightfirm/";"https://www.youtube.com/channel/UCelWw_HuS-ueszxvPLdUGkA";"https://youtu.be/8c2-elMptsM";;1;1176;
"Semper Fi Mixed Martial Arts Academy";"https://www.semperfimma.com/";(267) 343-7629;"7977 Oxford Ave";"Philadelphia";"PA";19111;;"United States";"SEMPER FI MMA ACADEMY has been teaching the most effective and finest martial arts and fitness system in Philadelphia, PA, and its surrounding areas, since 2007. We offer Authentic Gracie Jiu-Jitsu, Muay Thai Kickboxing, MMA, Boxing and Women's Cardio Kickboxing for All levels of adults, Teens and kid's. Semper Fi MMA Academy has outstanding Instructors and coaches, with a combined experience and knowledge of over 60+ years. Our Academy is a 4,400 square foot facility that’s fun, safe and clean. ";"https://static.wixstatic.com/media/9011dc_498fdd5a742d4ee8b3b0b2b896054f06~mv2.jpg/v1/fill/w_982,h_239,al_c,q_80,usm_0.66_1.00_0.01/9011dc_498fdd5a742d4ee8b3b0b2b896054f06~mv2.webp";"https://www.semperfimma.com/kids-martial-arts";"Is the perfect choice for children K-8. Our program works unlike any other children’s activity simply because it has the perfect blend of realistic training and fun learning. Kid’s classes are taught by our expert instructors on an age appropriate level. We begin with self-discipline or what we like to call a non-quitting spirit. Self-discipline itself is not enough; we also teach our kids the art of self-defense, an important life skill. Kids today face more bullies and negative peer pressure than ever before, so it is essential they have the skills necessary to distinguish between good and bad, right from wrong. At Semper Fi MMA Academy we teach a realistic, streetwise self-defense system that combines the most effective Brazilian Jiu-Jitsu, Wrestling, Judo, and Grappling techniques. So kids learn to defend themselves in virtually any situation, whether they are standing up in a conflict or end up on the ground. They also learn conflict resolution and when they should and shouldn’t use their new found skills.";"https://www.semperfimma.com/womens-cardio-kickboxing";"A 60 minute action-packed, high-energy, motivating class that combines the intensity and quick movements of boxing, martial arts and aerobics with strength exercises, circuit training, endurance drills, and abdominal work. All to improve your agility, cardiovascular fitness, weight loss, muscle tone and give you an intense total body workout. Classes feature a variety of punch combinations, kicks, knee strikes and elbow strikes all done to high energy music on standing heavy bags, which allows you to have a good time working out. Our Cardio Kickboxing class accommodates various skill levels. Beginners are shown how to properly execute basic strikes, kicks and do basic strength building exercises. Although this is a group class, we do focus on safety and work with the individual to develop proper techniques and strength building.";"Muay Thai Kickboxing, MMA";;"https://www.semperfimma.com/schedule";;;"1 free trial class offer!";"info@semperfimma.com";"https://www.facebook.com/Semper-Fi-Mixed-Martial-Arts-Academy-225203004205647/";;;;1;1186;
"Balance Studios Northeast Philadelphia";"http://www.balancestudios.net/";(215) 305-8323;"7530 Frankford Ave";"Philadelphia";"PA";19136;;"United States";"Balance Studios Northeast Philadelphia is the second school in the Balance Studios  Gracie Jiu-Jitsu/ Mixed Martial Arts  chain. The original Balance Studios is located in Center City Philly and was founded in 2002 by the Migliarese brothers. The Northeast Philadelphia location is owned by Frank Ambrifi, Phil Migliarese, and Ricardo Migliarese, all Gracie Jiu-Jitsu black belts and Mixed Martial Artists. Northeast Philadelphia native Frank Ambrifi has been training Gracie Jiu-Jitsu since the 90’s and is the head instructor/manager of this branch.";"http://www.balancestudios.net/wp-content/uploads/2016/10/Screen-Shot-2016-10-22-at-4.14.09-PM.png";"http://www.balancestudios.net/programs/philadelphia-kids-childrens-mixed-martial-arts-bjj-jiujitsu-karate-programs-in-philly/";"Other martial arts systems teach violence against violence. They teach a child to react with punches, kicks, knees, and elbows. The Bully Self Defense program starts by  teaching children how to verbally defuse a violent situation, to stop violence before it starts. However, if attacked, our students know Gracie Jiu Jitsu techniques that are defensive, use no striking, and can non-violently neutralize a bully. The confidence provided by the Bully Self Defense program teaches our students, as the Gracie’s say, “to fight fire with water – not fire.”";"http://www.balancestudios.net/programs/philadelphia-womens-self-defense-philly/";"Escape Program - EasyEscape is an ongoing program that focuses on getting away from an attacker intelligently and with as little energy as possible. This program is a blend of strength training, yoga, Brazilian jiu-jitsu self defense, and striking. The focus is on escaping dangerous situations on the street. This is not a sport but a means of survival. Women’s only jiu-jitsu - After completing our Gracie Basic Program, female students have the option of joining our woman only meet up. This program consists of Brazilian Jiu-Jitsu Classes and Open Mat times for the women enrolled in our programs.";"Muay Thai, Boxing, Striking, MMA";;"http://www.balancestudios.net/schedule-northeast-philadelphia/";;"Frank Ambrifi";"7 Days Free";;"https://www.facebook.com/BalanceStudiosNortheastPhilly/";"https://www.youtube.com/user/jiujitsumatrix";"https://youtu.be/m5uqCZWRKqs";;0;1175;
"Ribeiro Jiu Jitsu Philadelphia";"https://www.ribeirophilly.com/";(215) 847-5618;"233 North 12th Street";"Philadelphia";"PA";19107;;"United States";"Our school is located in the heart of Philadelphia, providing easy access from surrounding areas with ample parking options as well as public transit. We pride ourselves on having a clean, safe facility for our members.";"https://static.wixstatic.com/media/1194b3_f9b3d26bab6e43b9bea16d4d6fb12d78~mv2.png/v1/fill/w_236,h_199,al_c,q_80,usm_0.66_1.00_0.01/logo-ribeiro.webp";;;;;;;;;"John DiSimone";"Free 30 Day Trial";"phillyblackbelt@gmail.com";"https://www.facebook.com/ribeirojjphilly/";"https://www.youtube.com/channel/UCWjQKSDqOX-lmmWxd0ZoyRA";"https://youtu.be/X72SYpsnMI4";;1;1180;
"Steel City Martial Arts";"http://steelcitymartialarts.com/";(412) 531-2122;"3842 Library Road";"Pittsburgh";"PA";15235;;"United States";"At Steel City Martial Arts, we're committed to offering professional martial arts training for everyone in Pittsburgh. With us, you'll receive world class instruction from 7 Jiu-Jitsu Black Belts and 8 Tai-Jitsu Black Belts, awarded their rank by Helio and Rickson Gracie Red and Black Belt Pedro Sauer. We're proud to have more resident Jiu Jitsu Black Belts than any other school in the tri-state area and as the largest and longest-running BJJ school in Pittsburgh, we have a proven history of success. Whether you're an experienced fighter or just getting started, we're here to make your goals a reality one step at a time. Join us today and take on the area's most highly respected martial arts training. We'll show you the difference from day one.";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/101859.png";"http://steelcitymartialarts.com/classes/Kids-Martial-Arts";"We are truly passionate about serving students across all of Pittsburgh with the highest quality martial arts classes around. When your child joins our Kids Martial Arts program at Steel City Martial Arts, they'll be welcomed from day one and supported on their journey to boosted confidence, improved self-defense, and an incredible foundation of life skills.";;;"Cardio Kickboxing, Self-Defense";;"http://steelcitymartialarts.com/Home/Schedule";;"Professor Achille";;"steelcityma@aol.com";"https://www.facebook.com/SteelCityMartialArtsPittsburgh/";"https://www.youtube.com/user/dcoz619";"https://youtu.be/s93G3IOTqu0";;1;1198;
"Pereira BJJ";"http://pereirabjj.com/";(610) 441-4559;"1414 Moss Street, 3rd Floor";"Reading";"PA";19604;"5/5 Stars";"United States";"Learn from the best Martial Arts instructors in the area who are dedicated to providing a stable, family environment where you can excel in your personal goals and find a varied and supportive community. Whether your plan is to compete, lose weight, meet new like-minded people or increase your day-to-day life, we will help you get there faster than you ever thought possible while having fun doing it! The benefits of Martial Arts classes are endless. From confidence and self-esteem to discipline and empowerment, whether you're enjoying or Kids Martial Arts classes or our Adult programs, you'll start seeing improvement in mind, body, and spirit in only a few short classes.";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/74146.png";;;;;"Muay Thai, Kickboxing, MMA, Fitness Conditioning";;"http://pereirabjj.com/Home/Schedule";;"Robson Pereira";;"pereirabjj@gmail.com";"https://www.facebook.com/PereiraMMA/";"https://www.youtube.com/user/TEAMPEREIRA";"https://youtu.be/mDWKSPZ1FLg";;1;1193;
"Berks County Brazilian Jiu-Jitsu";"https://bcbjj.org/";(610) 750-1110;"4700 North 5th Street Highway";"Temple";"PA";19560;;"United States";"Learn the ultimate form of self-defense with a proven ground-fighting martial art.";"https://bcbjj.org/wp-content/uploads/2018/04/cropped-bcbjj-logo-small.png";"https://bcbjj.org/jiu-jitsu-classes/";"Children’s classes involve 45 minutes of cooperative partner work, technical drilling, and light sparring. Students will practice various situational attacks, transitions, escapes, strategies, and theories to keep themselves safe.";;;"Fitness";"$99.99 per month with 1 year commitment; $109 for 6 months with NO commitment; $129 month-to-month with NO commitment; Day Passes $20 per day";"https://bcbjj.org/class-schedule/";;"Shane Mock";"Free Trial Class";"bryan@bcbjj.org";"https://www.facebook.com/berksbjj/";;;;1;1191;
"Bochner’s Realistic Self-Defense Training and Fitness Centers";"http://realisticsd.com/";(401) 943-4100;"855 Dyer Ave";"Cranston";"RI";"02920";"5/5 Stars";"United States";"Bochner’s Realistic Self-Defense Training and Fitness Center is located in Cranston, Rhode Island. Our jiu-jitsu based system specializes in realistic self-defense, fitness, and self protection for adults and children ages 5 years and older. The instruction at our school is conducted in a friendly, non-threatening atmosphere while focusing on teaching the most effective concepts and techniques that you, the student, will need to defend yourself. Students who train at the academy learn self-defense concepts such as being aware of your surroundings, trusting your intuition, how to verbally defuse an escalating situation, and how to avoid becoming a victim. The physical aspect of our jiu-jitsu based art includes teaching the student how to effectively strike an adversary, ground survival techniques, defenses from common choking, grabbing, and punching attacks as well as from an armed adversary. Scenarios are used to add an element of realism to your training program.";;"http://kids.realisticsd.com/";"At Bochner's Realistic Self-Defense Training and Fitness Center, we help prepare kids for happy, healthy, responsible and safe lives by creating an atmosphere where they can grow in confidence, focus, health, character, and self-defense. We believe in putting our students first, and that our growth stems from creating a world-class family environment and helping our students achieve remarkable results. That's why we don't believe in contracts or hidden fees. We believe that our students should stick to our program because they absolutely love it, not because they have to.  ";;;;;"http://realisticsd.com/schedule/";;"Marc Bochner";;"marc@realisticSD.com";"https://www.facebook.com/kjjri/";"https://www.youtube.com/channel/UCSfZxTtDuEr97Innk1t1Pgw/";"https://youtu.be/m6Jyr6FTnkQ";;1;1205;
"Darwin Martial Arts";"https://www.darwinmartialarts.com/";(401) 258-9972;"1005 Main Street,  Suite #8140-B";"Pawtucket";"RI";"02860";;"United States";"Our dojo is the place to train if you're interested in joining a diverse community dedicated to the developments of self confidence, fitness, and a healthy state of being through the many paths of a martial artist. We emphasize working together in order to create an atmosphere of fun and safety, training as partners to experience a practical application of techniques while doing away with the formalities of traditional schools. The martial art & fitness methods taught at Darwin Martial Arts are a unique mix of techniques & concepts, inspired by various disciplines from around the world. The classes are very welcoming to members of all skill levels, and designed to foster growth for each individual at a manageable pace. Our mission is to empower our members and affiliates with methods that promote conscious awareness along with physical health, so that we can work with confidence towards improving the quality of our lives and the lives of those around us.";;;;;;"Muay Thai, Primal Conditioning, Personal Training";"Group Training: Adaptation: Limited classes (≤ 8) $80 per month, Evolution: Unlimited Classes $110 per month. Personal Training: 1 Lesson $45, 5 Lessons $200, 10 Lessons $375, 20 Lessons $700";;;"Kevin";"Our Free Trial offers 2 weeks of classes, or a one hour private lesson with no obligations.";"kevin@darwinmartialarts.com";"https://www.facebook.com/DMAEVOLUTION/";"https://www.youtube.com/channel/UCSZ97YNGp9W_w_BMDAmw-KA";"https://youtu.be/i04h4BlU9dI";;1;1208;
"Tri-Force MMA";"https://triforcemma.com/";(401) 602-5884;"179 Conant St";"Pawtucket";"RI";"02860";;"United States";"At 15,000 square feet and just minutes from Providence, Tri-Force MMA is Rhode Island's largest MMA Dojo and training facility. We are proud to train students of all ability levels, from Pawtucket and beyond, and to offer access to the world's premier strength and conditioning system, Training For Warriors! Tri-Force partners with RCJ Machado to provide you with world-class Brazilian Jiu-Jitsu training. Using a structured curriculum that includes warm-ups, solo drills, and partner drills, we provide the optimum environment for students to grow as athletes, warriors, and human beings.";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/Logo-Tri-Force-MMA-133998.png";"https://triforcemma.com/classes/Kids-Martial-Arts";"At Tri-Force MMA, we’re extremely proud to offer children from Pawtucket and beyond the opportunity to build athleticism, grow their confidence, and learn how to set and accomplish goals through hard work and dedication. Our kids program is focused, first and foremost, on having fun in a safe and supportive environment—but students will also grow emotionally and mentally through our programs and mentorship. Our programs are separated by age, from (3-6), (7-10), and (10-14). ";;;"MMA";;"https://triforcemma.com/Home/Schedule";;"Peter Jeffrey";;"triforcetrainingcenter@gmail.com";"https://www.facebook.com/jiujitsurolls/";;;;1;1209;
"Team Santos Fighting Academy";"http://matsantos.com/";(401) 578-4847;"1205 Westminster St";"Providence";"RI";"02909";"5/5 Stars";"United States";"Rhode Islands premier Brazilian Jiu Jitsu School, Team Santos Fighting Academy is Rhode Island’s oldest and longest continually operating mixed martial arts (MMA) school. Featuring classes in Brazilian Jiu-Jitsu (BJJ), Muay Thai Kickboxing, and Mixed Martial Arts for beginner to advanced levels. Private intro classes are also available for $20 each. Sign up for a free class to get a taste of our instruction and learn the basics of Mixed Martial Arts: Brazilian Jiu-Jitsu and Muay Thai Kickboxing. Students may choose to focus on one sport (just BJJ) or all three. We also offer a martial arts curriculum for kids 3-13 with classes four days a week. Coach Mat Santos is a BJJ black belt under Tim Burrill and has a prestigious career in grappling.";;"http://matsantos.com/kids-bjj-starter/";"Kids often wonder what they need to know before their first class right? Short answer is not much, if they can tap their hands then they are good to go.";;;"Muay Thai, Kickboxing";"Adults: Unlimited Classes - $150, 3x/week - $125, Intro offer $77 for 7 weeks for beginners. Military/1st responders/Students: Unlimited Classes - $125. Tiny Tigers (ages 3-13) - Up to 4 Classes per week - $90";"http://matsantos.com/schedule/";;"Mat Santos";;"matjitsu@gmail.com";"https://www.facebook.com/TeamSantosBJJ/";;;;1;1202;
"InnerStrengths Jiu Jitsu";"http://www.innerstrengthsjiujitsu.com/";(774) 488-6940;"311 Washington Ave";"Providence";"RI";"02905";;"United States";"InnerStrengths' mission is to be recognized as a Jiu Jitsu Martial Arts school with a positive learning environment for children,women and men that encourages growth in all aspects of its students' lives. This is done by teaching a form of martial arts that focuses on using technique and leverage as opposed to muscle and strength and also by frequent recognition for dedication, respect,team work,progress and achievements.";"http://www.innerstrengthsjiujitsu.com/InnerStrengths_Blue.jpg";"http://www.innerstrengthsjiujitsu.com/Children-s-Classes.html";"The safety of your child is the most important factor for your child training Jiu-Jitsu. Therefore, all necessary measures are taken to ensure your child's safety.  Ground rules are established with each student upon taking classes, as well as integrated into the structure of each class.  Direction is given to children on how, when and where use of their Jiu-Jitsu skills is appropriate.  Your child will be supervised closely by our trained professionals while participating in our classes. At InnerStrengths we realize the value of your child's well being is equally as important as their safety, that is why we strive to bring out your child's wonderful attributes. InnerStrengths has the knowledge and understanding that children develop at different intervals. Rather than having your child attempt something and fail, we provide opportunities for your child to succeed continually.  This is done by accepting your child as an individual and targeting where they are developmentally.   The focus is on your child’s strengths as opposed to their weaknesses.  Our teaching methods provide an opportunity for your children to grow and gain more confidence. With encouragement and support, they can overcome their obstacles and challenges. Your child will work on problem solving skills, positive thinking with an emphasis on character building, respect and teamwork. These skills will not only aid your child to succeed in Jiu-Jitsu but, they will also assist in forming positive habits for all aspects needed in life. ";"http://www.innerstrengthsjiujitsu.com/Women-s-Classes.html";"InnerStrengths offers the opportunity for women to train Jiu-Jitsu.  Although all classes at InnerStrengths are taught in a safe, warm and friendly atmosphere, we understand the difficulties a woman might encounter, especially in the first stages of training.  If you would like to try jiu-jitsu or already have found that co-ed clases are not for you, InnerStrengths provides classes that are designed soley for women.  This provides the opportunity for you to train in an environment that might be more comfortable for you while you still have the advantage of learning the same jiu-jitsu principles and techniques. All women's classes are taught by skilled, dedicated women who have your best interest at heart. We want you to be successful in your training, so InnerStrengths provides an opportunity for you to utilize your knowledge and ability to the fullest. There is a huge emphasis on the female aspect which is key in confidence building along with identifying your strengths. Whether you are training for self-defense, competition or sport, your training will be about you and reaching your personal goal.";;"Adult Classes - $70 monthly for unlimited classes. Women's Empowerment Self-Defense classes - $10 per class. Adult Drop In Fee - $15 per class. Childrens Classes - $60 monthly for unlimited classes. Children will benefit more if they are able to attend a minimum of two classes per week. This is also necessary if they would like to move up in rank in progression with their class.";"http://www.innerstrengthsjiujitsu.com/Class-Schedule---Fees.html";;"Candace Rushton";"New Students - Two week free trial offer";;"https://www.facebook.com/InnerStrengths-Jiu-Jitsu-1343693268981454/";;;;1;1201;
